GENUS	SPECIES	SUBSPECIES	REFERENCE	STATUS	AUTHORS	REMARKS	RISK_GRP	TYPE_STRAINS	RECORD_NO	RECORD_LNK
Hymenobacter	perfusus		61:2564	sp. nov. (VL)	Chung et al. 2011		1	A1-12, CIP 110166, LMG 26000	789477	
Hymenobacter	psychrophilus		61:862*	sp. nov. (VP)	Zhang et al. 2011		1	BZ33r, CGMCC 1.8975, DSM 22290, LMG 25548	789144	
Hymenobacter	psychrotolerans		58:1219*	sp. nov. (VP)	Zhang et al. 2008		1	Tibet-IIU11, CGMCC 1.6365, DSM 18569	785370	
Hymenobacter	qilianensis		64:2927	sp. nov. (VL)	Han et al. 2014			DK6-37, CGMCC 1.12720, JCM 19763	792080	
Hymenobacter	rigui		56:2191*	sp. nov. (VP)	Baik et al. 2006		1	WPCB131, IMSNU 14116, KCTC 12533, NBRC 101118	785418	
Hymenobacter	roseosalivarius		49:1	sp. nov. (VL)	Hirsch et al. 1999 emend. Hahnke et al. 2016	emended description IJSEM 67:2083 (List of Changes in Taxonomic Opinion)	1	AA-718, DSM 11622, CIP 106397	776960	
Hymenobacter	roseus		64:4133*	sp. nov. (VP)	Subhash et al. 2014			JC245, KCTC 42090, LMG 28260	792359	
Hymenobacter	ruber		64:982*	sp. nov. (VP)	Jin et al. 2014		1	PB156, KCTC 32477, JCM 19433	791623	
Hymenobacter	rubidus		66:4301	sp. nov. (VL)	Lee et al. 2016			DG7B, JCM 30008, KCTC 32553, KEMB 9004-166	794730	
Hymenobacter	rutilus		67:860*	sp. nov. (VP)	Kim et al. 2017			K2-33028, CCTCC AB 2016091, KCTC 52447	795193	
Hymenobacter	saemangeumensis		63:4573*	sp. nov. (VP)	Zhang et al. 2013		1	GSR0100, KACC 16452, JCM 17923	791400	
Hymenobacter	sedentarius		66:4301	sp. nov. (VL)	Lee et al. 2016			DG5B, KCTC 32524, JCM 19636	794731	
Hymenobacter	seoulensis		67:600*	sp. nov. (VP)	Lee et al. 2017			16F7G, KCTC 52197, JCM 31655	795149	
Hymenobacter	soli		58:945*	sp. nov. (VP)	Kim et al. 2008		1	PB17, KCTC 12607, LMG 24240	787302	
Hymenobacter	swuensis		66:4301	sp. nov. (VL)	Lee et al. 2016			DY53, JCM 18582, KCTC 32018	794732	
Hymenobacter	tenuis		67:2176*	sp. nov. (VP)	Kang et al. 2017			POB6, KCTC 52271, JCM 31659	795481	
Hymenobacter	terrae		67:1096	sp. nov. (VL)	Srinivasan et al. 2017			DG7A, JCM 30007, KCTC 32554, KEMB 9004-164	795349	
Hymenobacter	terrenus		65:4560*	sp. nov. (VP)	Tang et al. 2015			MIMtkLc17, MCCC 1K00507, KCTC 42636	793627	
Hymenobacter	tibetensis		64:1456	sp. nov. (VL)	Dai et al. 2014		1	XTM003, CCTCC AB 207089, NRRL B-51271	791804	
Hymenobacter	wooponensis		65:1875*	sp. nov. (VP)	Kang et al. 2015			WM78, KCTC 32528, JCM 19491	792859	
Hymenobacter	xinjiangensis		57:1755*	sp. nov. (VP)	Zhang et al. 2007		1	X2-1g, CCTCC AB 206080, IAM 15452	786599	
Hymenobacter	yonginensis		61:1514*	sp. nov. (VP)	Joung et al. 2011		1	HMD1010, CECT 7546, KCTC 22745	789325	
Hyperthermus			41:170*	gen. nov. (VP)	Zillig et al. 1991				517056	
Hyperthermus	butylicus		41:170*	sp. nov. (VP)	Zillig et al. 1991		1	DSM 5456	776965	
Hyphobacterium			67:1173*	gen. nov. (VP)	Sun et al. 2017				519182	
Hyphobacterium	vulgare		67:1174*	sp. nov. (VP)	Sun et al. 2017			WM6, MCCC 1K03222, KCTC 52487	795320	
Hyphomicrobium			30:308 (AL)	genus (AL)	Stutzer and Hartleb 1899 emend. Urakami et al. 1995	emend. description IJSB 45:530*			515835	
Hyphomicrobium	aestuarii		39:495	sp. nov. (VL)	Hirsch 1989		1	ATCC 27483	776971	
Hyphomicrobium	chloromethanicum		51:121*	sp. nov. (VP)	McDonald et al. 2001		1	CM2, NCIMB 13687, VKM B-2176	784026	
Hyphomicrobium	coagulans		39:495	sp. nov., nom. rev. (VL)	(ex Takada 1975) Hirsch 1989		1	Takada 10-2	784027	
Hyphomicrobium	denitrificans		45:531*	sp. nov. (VP)	Urakami et al. 1995		1	Attwood and Harder strain X, DSM 1869, NCIB 11706, TK 0415	776972	
Hyphomicrobium	facile		39:495	sp. nov. (VL)	Hirsch 1989	nom. corrig.: IJSB 48:1073*; <I>Hyphomicrobium facilis</I> (sic)	1	ATCC 27485, DSM 1565	784028	
Hyphomicrobium	facile	facile	39:495	subsp. nov. (VL)	Hirsch 1989	nom. corrig.: IJSB 48:1073*; <I>Hyphomicrobium facilis</I> subsp. <I>facilis</I> (sic)	1	ATCC 27485, DSM 1565	776973	
Hyphomicrobium	facile	tolerans	39:495	subsp. nov. (VL)	Hirsch 1989	nom. corrig.: IJSB 48:1073*; <I>Hyphomicrobium facilis</I> subsp. <I>tolerans</I> (sic)	1	ATCC 27489, IFAM 1-551	784029	
Hyphomicrobium	facile	ureaphilum	39:495	subsp. nov. (VL)	Hirsch 1989	nom. corrig.: IJSB 48:1073*; <I>Hyphomicrobium facilis</I> subsp. <I>ureaphilum</I> (sic)	1	ATCC 27492, IFAM CO-582	784030	
Hyphomicrobium	facilis		39:495	orthographically incorrect name	Hirsch 1989	nom. corrig. IJSB 48:1073*	1		784031	784028
Hyphomicrobium	facilis	facilis	39:495	orthographically incorrect name	Hirsch 1989	nom. corrig. IJSB 48:1073*	1		784032	776973
Hyphomicrobium	facilis	tolerans	39:495	orthographically incorrect name	Hirsch 1989	nom. corrig. IJSB 48:1073*	1		784033	784029
Hyphomicrobium	facilis	ureaphilum	39:495	orthographically incorrect name	Hirsch 1989	nom. corrig. IJSB 48:1073*	1		776974	784030
Hyphomicrobium	hollandicum		39:495	sp. nov. (VL)	Hirsch 1989		1	ATCC 27498, IFAM KB-677	776975	
Hyphomicrobium	indicum		30:308 (AL)	species (AL)	Johnson and Weisrock 1969		1	ATCC 19614, DSM 5151	776976	779533
Hyphomicrobium	methylovorum		33:439	sp. nov. (VL)	Izumi et al. 1983		1	DSM 5458, IFO 14180, KM 146	776977	
Hyphomicrobium	neptunium		30:308 (AL)	species (AL)	Leifson 1964		1	ATCC 15444, DSM 5154	776978	776986
Hyphomicrobium	nitrativorans		63:3780*	sp. nov. (VP)	Martineau et al. 2013		1	NL23, ATCC BAA-2476, LMG 27277	791180	
Hyphomicrobium	sulfonivorans		52:686	sp. nov. (VL)	Borodina et al. 2002		1	ATCC BAA-113, DSM 13863, S1	776980	
Hyphomicrobium	vulgare		30:308 (AL)	species (AL)	Stutzer and Hartleb 1899		1	NCIB 8698	784034	
Hyphomicrobium	zavarzinii		39:495	sp. nov. (VL)	Hirsch 1989		1	IFAM ZV-622	776981	
Hyphomonas			34:71*	gen. nov. (VP), nom. rev.	(ex Pongratz 1957) Moore et al. 1984 emend. Weiner et al. 2000 emend. Li et al. 2014	emended description: IJSEM 50:466*  and IJSEM 65:8 (List of Changes in Taxonomic Opinion no. 21)			515836	
Hyphomonas	adhaerens		50:467*	sp. nov. (VP)	Weiner et al. 2000		1	ATCC 43965, MHS-3	776982	
Hyphomonas	atlantica		65:2	sp. nov. (VL)	Li et al. 2015	the original spelling of the specific epithet, <i>atlanticus</i> (sic), has been corrected on validation		22II1-22F38, LMG 27916, MCCC 1A09418	792468	
Hyphomonas	beringensis		65:2	sp. nov. (VL)	Li et al. 2015			25B14_1, LMG 27914, MCCC 1A07321	792469	
Hyphomonas	chukchiensis		65:2	sp. nov. (VL)	Li et al. 2015			BH-BN04-4, LMG 27915, MCCC 1A07481	792470	
Hyphomonas	hirschiana		35:237*	sp. nov. (VP)	Weiner et al. 1985		1	ATCC 33886, DSM 5152, VP 5	776983	
Hyphomonas	jannaschiana		35:237*	sp. nov. (VP)	Weiner et al. 1985		1	ATCC 33883, DSM 5153, VP 2	776984	
Hyphomonas	johnsonii		50:467*	sp. nov. (VP)	Weiner et al. 2000		1	ATCC 43964, MHS-2	776985	
Hyphomonas	neptunium		34:73*	comb. nov. (VP)	(Leifson 1964) Moore et al. 1984 emend. Li et al. 2014		1	ATCC 15444, DSM 5154, IFAM LE670, LE670, 14-15, BCRC 10690, CCRC 10690, NBRC 14232, NCIMB 2023	776986	
Hyphomonas	oceanitis		35:237*	sp. nov. (VP)	Weiner et al. 1985		1	ATCC 33879, DSM 5155, IFAM 1325, SCH89	776987	
Hyphomonas	polymorpha		34:72*	sp. nov., nom. rev. (VP)	(ex Pongratz 1957) Moore et al. 1984		1	ATCC 33881, DSM 2665, IFAM PS728, PS 728	776988	
Hyphomonas	rosenbergii		50:467*	sp. nov. (VP)	Weiner et al. 2000	As the type strain of <i>Hyphomonas rosenbergii</i>, ATCC 43869, does not conform to the species description, Lai et al. 2015 propose that the Judicial Commission should place the name <i>Hyphomonas rosenbergii</i> on the list of rejected names if a suita	1	ATCC 43869, VP6	776989	
Hypnocyclicus			65:4524*	gen. nov. (VP)	Roalkvam et al. 2015				518850	
Hypnocyclicus	thermotrophus		65:4525*	sp. nov. (VP)	Roalkvam et al. 2015			IR-2, DSM 100055, JCM 30901	793613	
Hyunsoonleella			60:385*	gen. nov. (VP)	Yoon et al. 2010 emend. Park et al. 2013 emend. Shi et al. 2017	emended descriptions: IJSEM 63:1529* and IJSEM 67:388*			517944	
Hyunsoonleella	jejuensis		60:385*	sp. nov. (VP)	Yoon et al. 2010 emend. Park et al. 2013	emended description: IJSEM 63:1529*	1	CNU004, DSM 21035, KCTC 22242	788368	
Hyunsoonleella	pacifica		65:1158*	sp. nov. (VP)	Gao et al. 2015			SW033, CGMCC 1.11009, JCM 17860	792714	
Hyunsoonleella	rubra		67:389*	sp. nov. (VP)	Shi et al. 2017			FA042, KCTC 42398, MCCC 1H00110	795080	
Hyunsoonleella	udonensis		66:2	sp. nov. (VL)	Kim et al. 2016	the original spelling of the specific epithet, <i>udoensis</i> (sic), has been corrected on validation		JG48, JCM 30600, KCTC 42341	793694	
Iamia			59:871*	gen. nov. (VP)	Kurahashi et al. 2009				517850	
Iamia	majanohamensis		59:871*	sp. nov. (VP)	Kurahashi et al. 2009		1	F12, DSM 19957, NBRC 102561	787785	
Ichthyenterobacterium			65:1190*	gen. nov. (VP)	Shakeela et al. 2015				518705	
Ichthyenterobacterium	magnum		65:1191*	sp. nov. (VP)	Shakeela et al. 2015			Th6, JCM 18636, KCTC 32140	792715	
Ichthyobacterium			66:585*	gen. nov. (VP)	Takano et al. 2016				518900	
Ichthyobacterium	seriolicida		66:585*	sp. nov. (VP)	Takano et al. 2016			JBKA-6, ATCC BAA-2465, JCM 18228	793878	
Ideonella			44:595	gen. nov. (VL)	Malmqvist et al. 1994 emend. Noar and Buckley 2009	emended description: IJSEM 59:1945*			517254	
Ideonella	azotifigens		59:1945*	sp. nov. (VP)	Noar and Buckley 2009		1	1a22, DSM 21438, JCM 15503	788044	
Ideonella	dechloratans		44:595	sp. nov. (VL)	Malmqvist et al. 1994		1	CCUG 30898	784035	
Ideonella	paludis		66:1056*	sp. nov. (VP)	Sheu et al. 2016			KBP-31, BCRC 80524, KCTC 32238	793843	
Ideonella	sakaiensis		66:2817*	sp. nov. (VP)	Tanasupawat et al. 2016			201-F6, NBRC 110686, TISTR 2288	794364	
Idiomarina			50:906*	gen. nov. (VP)	Ivanova et al. 2000 emend. Taborda et al. 2009				515844	
Idiomarina	abyssalis		50:906*	sp. nov. (VP)	Ivanova et al. 2000		1	KMM 227	777010	
Idiomarina	aestuarii		61:972*	comb. nov. (VP)	(Park et al. 2010) Wang et al. 2011		1	KYW314, JCM 16344, KCTC 22740	789145	
Idiomarina	aquatica		65:4599*	sp. nov. (VP)	León et al. 2015			SN-14, CCM 8471, CECT 8360, LMG 27613	793642	
Idiomarina	aquimaris		62:1541*	sp. nov. (VP)	Chen et al. 2012		1	SW15, BCRC 80083, LMG 25374	789994	
Idiomarina	atlantica		65:2018	sp. nov. (VL)	Du et al. 2015			G5_TVMV8_7, KCTC 42141, MCCC 1A10513	792990	
Idiomarina	baltica		53:412*	sp. nov. (VP)	Brettar et al. 2003		1	DSM 15154, LMG 21691, OS145	777011	
Idiomarina	donghaiensis		60:1	comb. nov. (VL)	(Wu et al. 2009) Taborda et al. 2010		1	908033, CGMCC 1.7284, JCM 15533	788233	
Idiomarina	fontislapidosi		54:1796*	sp. nov. (VP)	Martínez-Cánovas et al. 2004		1	CECT 5859, F23, LMG 22169	777012	
Idiomarina	halophila		65:1272*	sp. nov. (VP)	Lee et al. 2015			BH195, KACC 17610, NCAIM B 02544	792702	
Idiomarina	homiensis		56:2232*	sp. nov. (VP)	Kwon et al. 2006		1	PO-M2, KACC 11514, DSM 17923	785416	
Idiomarina	indica		63:2500*	sp. nov. (VP)	Song et al. 2013		1	SW104, CGMCC 1.10824, JCM 18138	790962	
Idiomarina	insulisalsae		60:1	sp. nov. (VL)	Taborda et al. 2010		1	CVS-6, LMG 23123, CIP 108836	788234	
Idiomarina	loihiensis		53:1878*	sp. nov. (VP)	Donachie et al. 2003		1	ATCC BAA-735, DSM 15497, L2-TR	777014	
Idiomarina	marina		60:1	comb. nov. (VL)	(Jean et al. 2009) Taborda et al. 2010		1	PIM1, BCRC 17749, JCM 15083	788238	
Idiomarina	maris		62:374*	sp. nov. (VP)	Zhang et al. 2012		1	CF12-14, CCTCC AB 208166, KACC 13974	789692	791725
Idiomarina	maritima		60:1	comb. nov. (VL)	(Wu et al. 2009) Taborda et al. 2010		1	908087, CGMCC 1.7285, JCM 15534	788239	
Idiomarina	piscisalsi		64:693	sp. nov. (VL)	Sitdhipol et al. 2014		1	TPS4-2, PCU 325, NBRC 108617, TISTR 2054	791581	
Idiomarina	planktonica		64:3416*	sp. nov. (VP)	Zhong et al. 2014			TS-T11, CGMCC 1.12458, JCM 19263	792222	
Idiomarina	ramblicola		54:1797*	sp. nov. (VP)	Martínez-Cánovas et al. 2004		1	CECT 5858, LMG 22170, R22	777015	
Idiomarina	salinarum		57:2506*	sp. nov. (VP)	Yoon et al. 2007		1	ISL-52, KCTC 12971, CCUG 54359	786913	
Idiomarina	sediminum		60:1	comb. nov. (VL)	(Hu and Li 2007) Taborda et al. 2010		1	c121, CICC 10319, LMG 24046	788235	
Idiomarina	seosinensis		55:383*	sp. nov. (VP)	Choi and Cho 2005		1	CL-SP19, JCM 12526, KCTC 12296	784036	
Idiomarina	tainanensis		60:1	comb. nov. (VL)	(Jean et al. 2009) Taborda et al. 2010		1	PIN1, BCRC 17750, JCM 15084	788237	
Idiomarina	taiwanensis		60:1	comb. nov. (VL)	(Jean et al. 2006) Taborda et al. 2010		1	PIT1, BCRC 17465, JCM 13360	788236	
Idiomarina	tyrosinivorans		66:5390*	sp. nov. (VP)	Hameed et al. 2016			CC-PW-9, JCM 19757, BCRC 80745	794965	
Idiomarina	woesei		65:2778	sp. nov. (VL)	Poddar et al. 2015			W11, DSM 27808, JCM 19499, LMG 27903	793228	
Idiomarina	xiamenensis		61:972*	sp. nov. (VP)	Wang et al. 2011		1	10-D-4, CCTCC AB 209061, LMG 25227, MCCC 1A01370	789183	
Idiomarina	zobellii		50:906*	sp. nov. (VP)	Ivanova et al. 2000		1	KMM 231	777017	
Ignatzschineria			57:180*	gen. nov. (VP)	Tóth et al. 2007				516560	
Ignatzschineria	indica		61:1367*	sp. nov. (VP)	Gupta et al. 2011		1	FFA1, DSM 22309, KCTC 22643, NCIM 5325	789287	
Ignatzschineria	larvae		57:180*	comb. nov. (VP)	(Tóth et al. 2001) Tóth et al. 2007		1	DSM 13226, L1/68, NCAIM B01938	785886	
Ignatzschineria	ureiclastica		61:1368*	sp. nov. (VP)	Gupta et al. 2011		1	FFA3, DSM 22310, KCTC 22644, NCIM 5326	789288	
Ignavibacterium			60:1380*	gen. nov. (VP)	Iino et al. 2010 emend. Podosokorskaya 2013	emended description: IJSEM 64:9 (Notification)			517982	
Ignavibacterium	album		60:1381*	sp. nov. (VP)	Iino et al. 2010 emend. Podosokorskaya et al. 2013	emended description: IJSEM 64:9 (Notification)	1	Mat9-16, NBRC 101810, DSM 19864	788576	
Ignavigranum			49:100*	gen. nov. (VP)	Collins et al. 1999				515845	
Ignavigranum	ruoffiae		49:100*	sp. nov. (VP)	Collins et al. 1999		2	1607-97, CCUG 37658	777018	
Ignicoccus			50:2098*	gen. nov. (VP)	Huber et al. 2000	complete authorship reads: Huber, Burggraf and Stetter 2000 <I>in</I> Huber, Burggraf, Mayer, Wyschkony, Rachel and Stetter 2000			515846	
Ignicoccus	hospitalis		57:807*	sp. nov. (VP)	Paper et al. 2007		1	KIN4/I, DSM 18386, JCM 14125	777019	
Ignicoccus	islandicus		50:2099*	sp. nov. (VP)	Huber et al. 2000	complete authorship reads: Huber, Burggraf and Stetter 2000 <I>in</I> Huber, Burggraf, Mayer, Wyschkony, Rachel and Stetter 2000	1	ATCC 700957, DSM 13165, Kol8	777020	
Ignicoccus	pacificus		50:2099*	sp. nov. (VP)	Huber and Stetter 2000	complete authorship reads: Huber, Burggraf and Stetter 2000 <I>in</I> Huber, Burggraf, Mayer, Wyschkony, Rachel and Stetter 2000	1	ATCC 700958, DSM 13166, LPC33	777021	
Ignisphaera			56:970*	gen. nov. (VP)	Niederberger et al. 2006				515847	
Ignisphaera	aggregans		56:970*	sp. nov. (VP)	Niederberger et al. 2006		1	AQ1.S1, JCM 13409	777022	
Ileibacterium			67:1251*	gen. nov. (VP)	Cox et al. 2017				519174	
Ileibacterium	valens		67:1252*	sp. nov. (VP)	Cox et al. 2017			NYU-BL-A3, ATCC TSD-63, DSM 103668	795297	
Ilumatobacter			59:2129	gen. nov. (VL)	Matsumoto et al. 2009				517892	
Ilumatobacter	coccineus		63:3408*	sp. nov. (VP)	Matsumoto et al. 2013	the original spelling of the specific epithet, <i>coccineum</i> (sic), has been corrected in the IJSEM Notification List (IJSEM 63:4372)	1	YM16-304, KCTC 29153, NBRC 103263	794431	
Ilumatobacter	fluminis		59:2129	sp. nov. (VL)	Matsumoto et al. 2009		1	YM22-133, DSM 18936, MBIC 08263	788066	
Ilumatobacter	nonamiensis		63:3408*	sp. nov. (VP)	Matsumoto et al. 2013	the original spelling of the specific epithet, <i>nonamiense</i> (sic), has been corrected  in the IJSEM Notification List (IJSEM 63:4372)	1	YM16-303, KCTC 29139, NBRC 29153	794430	
Ilyobacter			35:375	gen. nov. (VL)	Stieb and Schink 1985				515848	
Ilyobacter	delafieldii		41:331	sp. nov. (VL)	Janssen and Harfoot 1991		1	10cr1, ATCC 49679, DSM 5704	777023	
Ilyobacter	insuetus		52:431*	sp. nov. (VP)	Brune et al. 2002		1	ATCC BAA-291, DSM 6831, VenChi2	777024	
Ilyobacter	polytropus		35:375	sp. nov. (VL)	Stieb and Schink 1985		1	CuHbu1, DSM 2926	777025	
Ilyobacter	tartaricus		35:375	sp. nov. (VL)	Schink 1985		1	DSM 2382, GraTa2	777027	
Imhoffiella			67:1953*	gen. nov. (VP)	Nupur et al. 2017	In the original publication by Nupur et al. 2017, the type species is erroneously stated as <i>Imhoffia purpurea</i> (sic!)			519196	
Imhoffiella	bheemlica		67:1955*	comb. nov. (VP)	(Anil Kumar et al. 2007) Nupur et al.2017		1	JA132, ATCC BAA-1362, DSM 18805, JCM 14149, MTCC 8120	795421	
Imhoffiella	purpurea		67:1955*	sp. nov. (VP)	Nupur et al. 2017			AK35, JCM 18851, KCTC 15575, MTCC 12304	795420	
Immundisolibacter			67:930*	gen. nov. (VP)	Corteselli et al. 2017				519152	
Immundisolibacter	cernigliae		67:930*	sp. nov. (VP)	Corteselli et al. 2017			TR3.2, ATCC TSD-58, DSM 103040	795186	
Imperialibacter			63:4139*	gen. nov. (VP)	Wang et al. 2013				518446	
Imperialibacter	roseus		63:4139*	sp. nov. (VP)	Wang et al. 2013		1	P4, CICC 10659, KCTC 32399	791268	
Imtechella			62:2629*	gen. nov. (VP)	Surendra et al. 2012				518275	
Imtechella	halotolerans		62:2629*	sp. nov. (VP)	Surendra et al. 2012 emend. Hahnke et al. 2016	emended description IJSEM 67:2083 (List of Changes in Taxonomic Opinion)	1	K1, JCM 17677, MTCC 11055, DSM 24931	790285	
Indibacter			60:725*	gen. nov. (VP)	Anil Kumar et al. 2010 emend. Anil Kumar et al. 2012	emended description: IJSEM 62:2256*			517964	
Indibacter	alkaliphilus		60:725*	sp. nov. (VP)	Anil Kumar et al. 2010 emend. Hahnke et al. 2016	emended description IJSEM 67:2083 (List of Changes in Taxonomic Opinion)	1	LW1, CCUG 57479, KCTC 22604	788481	
Inhella			59:923	gen. nov. (VL)	Song et al. 2009 emend. Chen et al. 2012	emended description: IJSEM 62:1052*			517858	
Inhella	fonticola		62:1053*	sp. nov. (VP)	Chen et al. 2012		1	TNR-25, BCRC 80211, LMG 25721	789865	
Inhella	inkyongensis		59:923	sp. nov. (VL)	Song et al. 2009		1	IMCC1713, KCTC 12791, NBRC 103252, CCUG 54308, LMG 23877	787831	
Inmirania			66:705*	gen. nov. (VP)	Slobodkina et al. 2016				518893	
Inmirania	thermothiophila		66:705*	sp. nov. (VP)	Slobodkina et al. 2016			S2479, DSM 100275, VKM B-2962	793853	
Inquilinus			52:1437	gen. nov. (VL)	Coenye et al. 2002				515852	
Inquilinus	ginsengisoli		61:203*	sp. nov. (VP)	Jung et al. 2011		1	Gsoil 080, KCTC 12574, LMG 23638	788987	
Inquilinus	limosus		52:1437	sp. nov. (VL)	Coenye et al. 2002		1, +	AU0476, CCUG 45653, LMG 20952	777035	
Insolitispirillum			57:2834*	gen. nov. (VP)	Yoon et al. 2007				517704	
Insolitispirillum	peregrinum		57:2834*	comb. nov. (VP)	(Pretorius 1963) Yoon et al. 2007		1	ATCC 15387, LMG 4340, CCUG 13795, DSM 1839	787037	787041
Insolitispirillum	peregrinum	integrum	57:2834*	comb. nov. (VP)	(Terasaki 1973) Yoon et al. 2007		1	DSM 11589, IFO 13617, ATCC 33334, LMG 5407, CCUG 49449	787045	
Insolitispirillum	peregrinum	peregrinum	57:2834*	comb. nov. (VP)	(Pretorius 1963) Yoon et al. 2007		1	ATCC 15387, DSM 1839, NCIB 9435	787041	
Intestinibacter			64:1612*	gen. nov. (VP)	Gerritsen et al. 2014				518554	
Intestinibacter	bartlettii		64:1612*	comb. nov. (VP)	(Song et al. 2004) Gerritsen et al. 2014		1	WAL 16138, ATCC BAA-827, CCUG 48940, DSM 16795	791848	
Intestinimonas			63:4611*	gen. nov. (VP)	Kläring et al. 2013				518469	
Intestinimonas	butyriciproducens		63:4611*	sp. nov. (VP)	Kläring et al. 2013		1	SRB-521-5-I, DSM 26588, CCUG 63529	791401	
Intrasporangium			30:308 (AL)	genus (AL)	Kalakoutskii et al. 1967 emend. Liu et al. 2012 emend. Yang et al. 2012	emended description: IJSEM 62:406* and  IJSEM 62:1040*			515853	
Intrasporangium	calvum		30:308 (AL)	species (AL)	Kalakoutskii et al. 1967 emend. Yang et al. 2012	emended description: IJSEM 62:1040*	1	ATCC 23552, DSM 43043, NBRC 12989, IMET 7816, JCM 3097, NRRL B-3866, VKM Ac-701	777036	
Intrasporangium	chromatireducens		62:407*	sp. nov. (VP)	Liu et al. 2012		1	Q5-1, CCTCC AA 2010019, CGMCC 1.10750, KCTC 19811, NRRL B-59521	789694	
Intrasporangium	mesophilum		62:1041*	sp. nov. (VP)	Yang et al. 2012		1	YIM 49065, CCTCC AA 209077, DSM 23217	789867	
Intrasporangium	oryzae		62:1040*	comb. nov. (VP)	(Kageyama et al. 2007) Yang et al. 2012		1	KV-657, JCM 15924, NBRC 101802, NRRL B-24470	789866	
Iodidimonas			66:5021*	gen. nov. (VP)	Iino et al. 2016				519100	
Iodidimonas	muriae		66:5021*	sp. nov. (VP)	Iino et al. 2016			C-3, JCM 17843, LMG 28660	794938	
Iodobacter			39:455*	gen. nov. (VP)	Logan 1989				515854	
Iodobacter	arcticus		63:2804*	sp. nov. (VP)	Srinivas et al. 2013		1	M4-16, CIP 1103011, MTCC 11351	791015	
Iodobacter	fluviatilis		39:455*	comb. nov. (VP)	(Moss et al. 1981) Logan 1989	nom. corrig.: IJSB 47:585*; <I>Iodobacter fluviatile</I> (sic)	1	ATCC 33051, CCM 3308, DSM 3764, Logan C009, NCTC 11159	777037	
Iodobacter	limnosediminis		63:1469*	sp. nov. (VP)	Su et al. 2013		1	E1, CCTCC AB 2010224, NRRL B-59456	790656	
Irregularibacter			66:4301	gen. nov. (VL)	Lagkouvardos et al. 2016				518838	
Irregularibacter	muris		66:4301	sp. nov. (VL)	Lagkouvardos et al. 2016			2PG-426-CC-4.2, DSM 28593, KCTC 15548	793535	
Isobaculum			52:209*	gen. nov. (VP)	Collins et al. 2002				515857	
Isobaculum	melis		52:209*	sp. nov. (VP)	Collins et al. 2002			CCUG 37660, DSM 13760, M577-94	777041	
Isochromatium			48:1141*	gen. nov. (VP)	Imhoff et al. 1998				515858	
Isochromatium	buderi		48:1141*	comb. nov. (VP)	(Trüper and Jannasch 1968) Imhoff et al. 1998		1	ATCC 25588, DSM 176	777042	
Isoptericola			54:687*	gen. nov. (VP)	Stackebrandt et al. 2004				515860	
Isoptericola	chiayiensis		61:1669*	sp. nov. (VP)	Tseng et al. 2011		1	06182M-1, BCRC 16888, KCTC 19740	789326	
Isoptericola	cucumis		66:2787*	sp. nov. (VP)	Kämpfer et al. 2016			AP-38, LMG 29223, CCM 8653, DSM 101603	794313	
Isoptericola	dokdonensis		56:2895*	sp. nov. (VP)	Yoon et al. 2006		1	DS-3, KCTC 19128, CIP 108921	785763	
Isoptericola	halotolerans		55:1869*	sp. nov. (VP)	Zhang et al. 2005		1	DSM 16376, KCTC 19046, YIM 70177	777044	
Isoptericola	hypogeus		55:1718*	sp. nov. (VP)	Groth et al. 2005		1	DSM 16849, HKI 0342, NCIMB 14033	777045	
Isoptericola	jiangsuensis		60:907*	sp. nov. (VP)	Wu et al. 2010		1	CLG, DSM 21863, CCTCC AB208287	788482	
Isoptericola	nanjingensis		62:975*	sp. nov. (VP)	Huang et al. 2012		1	H17, CCTCC AB 2011005, DSM 24300	789837	
Isoptericola	variabilis		54:687*	comb. nov. (VP)	(Bakalidou et al. 2002) Stackebrandt et al. 2004		1	ATCC BAA-303, DSM 10177, JCM 11754, MX5	777047	
Isosphaera			45:619	gen. nov. (VL)	Giovannoni et al. 1995				515861	
Isosphaera	pallida		45:619	nom. rev., comb. nov. (VL)	(ex Woronichin 1927) Giovannoni et al. 1995	"basonym ""<I>Isocystis pallida</I>"""	1	ATCC 43644, DSM 9630, IS1B	777048	
Izhakiella			66:1369*	gen. nov. (VP)	Aizenberg-Gershtein et al. 2016				518920	
